"","regiao","estado","municipio","coduf","codmun","codRegiaoSaude","nomeRegiaoSaude","data","semanaEpi","populacaoTCU2019","casosAcumulado","casosNovos","obitosAcumulado","obitosNovos","Recuperadosnovos","emAcompanhamentoNovos","interior/metropolitana"
"4108","Sul","PR","Iporã",41,NA,NA,NA,2021-05-11,19,13926,880,4,6,0,NA,NA,FALSE
"4109","Sul","PR","Iracema do Oeste",41,NA,NA,NA,2021-05-11,19,2288,134,0,2,0,NA,NA,FALSE
"4110","Sul","PR","Irati",41,NA,NA,NA,2021-05-11,19,60727,5032,69,80,7,NA,NA,FALSE
"4111","Sul","PR","Iretama",41,NA,NA,NA,2021-05-11,19,10169,571,0,8,0,NA,NA,FALSE
"4112","Sul","PR","Itaguajé",41,NA,NA,NA,2021-05-11,19,4466,239,2,8,0,NA,NA,FALSE
"4113","Sul","PR","Itaipulândia",41,NA,NA,NA,2021-05-11,19,11176,1131,0,12,0,NA,NA,FALSE
"4114","Sul","PR","Itambaracá",41,NA,NA,NA,2021-05-11,19,6582,524,6,16,1,NA,NA,FALSE
"4115","Sul","PR","Itambé",41,NA,NA,NA,2021-05-11,19,6108,657,0,29,0,NA,NA,FALSE
"4116","Sul","PR","Itapejara d'Oeste",41,NA,NA,NA,2021-05-11,19,11964,1482,4,36,0,NA,NA,FALSE
"4117","Sul","PR","Itaperuçu",41,NA,NA,NA,2021-05-11,19,28634,3269,2,95,0,NA,NA,TRUE
"4118","Sul","PR","Itaúna do Sul",41,NA,NA,NA,2021-05-11,19,2865,149,2,5,0,NA,NA,FALSE
"4119","Sul","PR","Ivaí",41,NA,NA,NA,2021-05-11,19,13879,473,0,13,0,NA,NA,FALSE
"4120","Sul","PR","Ivaiporã",41,NA,NA,NA,2021-05-11,19,31984,2363,19,58,1,NA,NA,FALSE
"4121","Sul","PR","Ivaté",41,NA,NA,NA,2021-05-11,19,8185,317,1,3,0,NA,NA,FALSE
"4122","Sul","PR","Ivatuba",41,NA,NA,NA,2021-05-11,19,3259,222,0,6,0,NA,NA,FALSE
"4123","Sul","PR","Jaboti",41,NA,NA,NA,2021-05-11,19,5274,244,0,8,0,NA,NA,FALSE
"4124","Sul","PR","Jacarezinho",41,NA,NA,NA,2021-05-11,19,39378,4598,6,66,0,NA,NA,FALSE
"4125","Sul","PR","Jaguapitã",41,NA,NA,NA,2021-05-11,19,13620,1714,2,41,0,NA,NA,FALSE
"4126","Sul","PR","Jaguariaíva",41,NA,NA,NA,2021-05-11,19,34857,2896,11,93,0,NA,NA,FALSE
"4127","Sul","PR","Jandaia do Sul",41,NA,NA,NA,2021-05-11,19,21176,2246,6,55,0,NA,NA,FALSE
"4128","Sul","PR","Janiópolis",41,NA,NA,NA,2021-05-11,19,5245,364,0,9,0,NA,NA,FALSE
"4129","Sul","PR","Japira",41,NA,NA,NA,2021-05-11,19,4994,410,0,7,0,NA,NA,FALSE
"4130","Sul","PR","Japurá",41,NA,NA,NA,2021-05-11,19,9425,495,3,6,0,NA,NA,FALSE
"4131","Sul","PR","Jardim Alegre",41,NA,NA,NA,2021-05-11,19,11328,658,0,15,0,NA,NA,FALSE
"4132","Sul","PR","Jardim Olinda",41,NA,NA,NA,2021-05-11,19,1331,41,1,2,0,NA,NA,FALSE
"4133","Sul","PR","Jataizinho",41,NA,NA,NA,2021-05-11,19,12588,1486,0,31,0,NA,NA,FALSE
"4134","Sul","PR","Jesuítas",41,NA,NA,NA,2021-05-11,19,8412,648,1,17,0,NA,NA,FALSE
"4135","Sul","PR","Joaquim Távora",41,NA,NA,NA,2021-05-11,19,11908,1186,3,28,0,NA,NA,FALSE
"4136","Sul","PR","Jundiaí do Sul",41,NA,NA,NA,2021-05-11,19,3292,166,1,5,0,NA,NA,FALSE
"4137","Sul","PR","Juranda",41,NA,NA,NA,2021-05-11,19,7340,574,3,11,0,NA,NA,FALSE
"4138","Sul","PR","Jussara",41,NA,NA,NA,2021-05-11,19,7013,531,5,5,0,NA,NA,FALSE
"4139","Sul","PR","Kaloré",41,NA,NA,NA,2021-05-11,19,4100,837,9,13,0,NA,NA,FALSE
"4140","Sul","PR","Lapa",41,NA,NA,NA,2021-05-11,19,48163,2972,2,57,0,NA,NA,TRUE
"4141","Sul","PR","Laranjal",41,NA,NA,NA,2021-05-11,19,5852,126,0,4,0,NA,NA,FALSE
"4142","Sul","PR","Laranjeiras do Sul",41,NA,NA,NA,2021-05-11,19,32073,1608,8,36,0,NA,NA,FALSE
"4143","Sul","PR","Leópolis",41,NA,NA,NA,2021-05-11,19,3954,349,1,8,0,NA,NA,FALSE
"4144","Sul","PR","Lidianópolis",41,NA,NA,NA,2021-05-11,19,3310,284,1,7,0,NA,NA,FALSE
"4145","Sul","PR","Lindoeste",41,NA,NA,NA,2021-05-11,19,4676,334,0,7,0,NA,NA,FALSE
"4146","Sul","PR","Loanda",41,NA,NA,NA,2021-05-11,19,23086,1694,4,26,0,NA,NA,FALSE
"4147","Sul","PR","Lobato",41,NA,NA,NA,2021-05-11,19,4787,402,2,10,0,NA,NA,FALSE
"4148","Sul","PR","Londrina",41,NA,NA,NA,2021-05-11,19,569733,52425,127,1253,-1,NA,NA,FALSE
"4149","Sul","PR","Luiziana",41,NA,NA,NA,2021-05-11,19,7262,383,0,6,0,NA,NA,FALSE
"4150","Sul","PR","Lunardelli",41,NA,NA,NA,2021-05-11,19,4794,259,0,1,0,NA,NA,FALSE
"4151","Sul","PR","Lupionópolis",41,NA,NA,NA,2021-05-11,19,4920,266,0,12,0,NA,NA,FALSE
"4152","Sul","PR","Mallet",41,NA,NA,NA,2021-05-11,19,13630,420,6,6,0,NA,NA,FALSE
"4153","Sul","PR","Mamborê",41,NA,NA,NA,2021-05-11,19,13132,683,1,13,0,NA,NA,FALSE
"4154","Sul","PR","Mandaguaçu",41,NA,NA,NA,2021-05-11,19,22819,2600,4,41,0,NA,NA,FALSE
"4155","Sul","PR","Mandaguari",41,NA,NA,NA,2021-05-11,19,34400,3388,0,90,0,NA,NA,FALSE
"4156","Sul","PR","Mandirituba",41,NA,NA,NA,2021-05-11,19,26869,2729,0,68,0,NA,NA,TRUE
"4157","Sul","PR","Manfrinópolis",41,NA,NA,NA,2021-05-11,19,2571,158,0,4,0,NA,NA,FALSE
"4158","Sul","PR","Mangueirinha",41,NA,NA,NA,2021-05-11,19,16714,1292,11,23,0,NA,NA,FALSE
"4159","Sul","PR","Manoel Ribas",41,NA,NA,NA,2021-05-11,19,13502,1096,2,22,0,NA,NA,FALSE
"4160","Sul","PR","Marechal Cândido Rondon",41,NA,NA,NA,2021-05-11,19,52944,4509,7,82,1,NA,NA,FALSE
"4161","Sul","PR","Maria Helena",41,NA,NA,NA,2021-05-11,19,5677,381,2,4,0,NA,NA,FALSE
"4162","Sul","PR","Marialva",41,NA,NA,NA,2021-05-11,19,35496,3942,51,82,0,NA,NA,FALSE
"4163","Sul","PR","Marilândia do Sul",41,NA,NA,NA,2021-05-11,19,8836,684,2,24,0,NA,NA,FALSE
"4164","Sul","PR","Marilena",41,NA,NA,NA,2021-05-11,19,7076,309,1,8,0,NA,NA,FALSE
"4165","Sul","PR","Mariluz",41,NA,NA,NA,2021-05-11,19,10345,877,5,29,1,NA,NA,FALSE
"4166","Sul","PR","Maringá",41,NA,NA,NA,2021-05-11,19,423666,45128,87,1066,-2,NA,NA,FALSE
"4167","Sul","PR","Mariópolis",41,NA,NA,NA,2021-05-11,19,6610,503,0,14,1,NA,NA,FALSE
"4168","Sul","PR","Maripá",41,NA,NA,NA,2021-05-11,19,5603,455,1,9,0,NA,NA,FALSE
"4169","Sul","PR","Marmeleiro",41,NA,NA,NA,2021-05-11,19,14367,1587,4,36,0,NA,NA,FALSE
"4170","Sul","PR","Marquinho",41,NA,NA,NA,2021-05-11,19,4405,161,0,4,0,NA,NA,FALSE
"4171","Sul","PR","Marumbi",41,NA,NA,NA,2021-05-11,19,4679,366,0,4,0,NA,NA,FALSE
"4172","Sul","PR","Matelândia",41,NA,NA,NA,2021-05-11,19,17943,2175,6,38,1,NA,NA,FALSE
"4173","Sul","PR","Matinhos",41,NA,NA,NA,2021-05-11,19,34720,2427,1,78,1,NA,NA,FALSE
"4174","Sul","PR","Mato Rico",41,NA,NA,NA,2021-05-11,19,3272,64,0,3,0,NA,NA,FALSE
"4175","Sul","PR","Mauá da Serra",41,NA,NA,NA,2021-05-11,19,10601,618,0,18,0,NA,NA,FALSE
"4176","Sul","PR","Medianeira",41,NA,NA,NA,2021-05-11,19,46198,5508,19,75,2,NA,NA,FALSE
"4177","Sul","PR","Mercedes",41,NA,NA,NA,2021-05-11,19,5536,299,0,4,0,NA,NA,FALSE
"4178","Sul","PR","Mirador",41,NA,NA,NA,2021-05-11,19,2213,109,0,1,0,NA,NA,FALSE
"4179","Sul","PR","Miraselva",41,NA,NA,NA,2021-05-11,19,1806,161,2,4,0,NA,NA,FALSE
"4180","Sul","PR","Missal",41,NA,NA,NA,2021-05-11,19,10702,984,0,13,0,NA,NA,FALSE
"4181","Sul","PR","Moreira Sales",41,NA,NA,NA,2021-05-11,19,12121,450,0,9,0,NA,NA,FALSE
"4182","Sul","PR","Morretes",41,NA,NA,NA,2021-05-11,19,16406,1699,1,40,0,NA,NA,FALSE
"4183","Sul","PR","Munhoz de Melo",41,NA,NA,NA,2021-05-11,19,3984,323,0,7,0,NA,NA,FALSE
"4184","Sul","PR","Nossa Senhora das Graças",41,NA,NA,NA,2021-05-11,19,4008,379,3,6,0,NA,NA,FALSE
"4185","Sul","PR","Nova Aliança do Ivaí",41,NA,NA,NA,2021-05-11,19,1543,86,4,1,1,NA,NA,FALSE
"4186","Sul","PR","Nova América da Colina",41,NA,NA,NA,2021-05-11,19,3445,334,4,8,0,NA,NA,FALSE
"4187","Sul","PR","Nova Aurora",41,NA,NA,NA,2021-05-11,19,10472,986,-1,17,-1,NA,NA,FALSE
"4188","Sul","PR","Nova Cantu",41,NA,NA,NA,2021-05-11,19,5302,316,0,4,0,NA,NA,FALSE
"4189","Sul","PR","Nova Esperança",41,NA,NA,NA,2021-05-11,19,27904,1559,7,50,0,NA,NA,FALSE
"4190","Sul","PR","Nova Esperança do Sudoeste",41,NA,NA,NA,2021-05-11,19,5046,530,0,9,0,NA,NA,FALSE
"4191","Sul","PR","Nova Fátima",41,NA,NA,NA,2021-05-11,19,8153,306,1,7,0,NA,NA,FALSE
"4192","Sul","PR","Nova Laranjeiras",41,NA,NA,NA,2021-05-11,19,11554,564,0,4,0,NA,NA,FALSE
"4193","Sul","PR","Nova Londrina",41,NA,NA,NA,2021-05-11,19,13213,781,1,13,0,NA,NA,FALSE
"4194","Sul","PR","Nova Olímpia",41,NA,NA,NA,2021-05-11,19,5806,730,2,5,0,NA,NA,FALSE
"4195","Sul","PR","Nova Santa Bárbara",41,NA,NA,NA,2021-05-11,19,4249,479,0,14,0,NA,NA,FALSE
"4196","Sul","PR","Nova Santa Rosa",41,NA,NA,NA,2021-05-11,19,8219,474,4,5,0,NA,NA,FALSE
"4197","Sul","PR","Nova Prata do Iguaçu",41,NA,NA,NA,2021-05-11,19,10548,667,6,12,0,NA,NA,FALSE
"4198","Sul","PR","Nova Tebas",41,NA,NA,NA,2021-05-11,19,5649,283,1,9,0,NA,NA,FALSE
"4199","Sul","PR","Novo Itacolomi",41,NA,NA,NA,2021-05-11,19,2844,187,0,4,0,NA,NA,FALSE
"4200","Sul","PR","Ortigueira",41,NA,NA,NA,2021-05-11,19,22141,1492,3,24,0,NA,NA,FALSE
"4201","Sul","PR","Ourizona",41,NA,NA,NA,2021-05-11,19,3428,221,2,5,0,NA,NA,FALSE
"4202","Sul","PR","Ouro Verde do Oeste",41,NA,NA,NA,2021-05-11,19,5996,630,3,15,1,NA,NA,FALSE
"4203","Sul","PR","Paiçandu",41,NA,NA,NA,2021-05-11,19,41281,3423,8,87,0,NA,NA,FALSE
"4204","Sul","PR","Palmas",41,NA,NA,NA,2021-05-11,19,50986,4457,111,104,6,NA,NA,FALSE
"4205","Sul","PR","Palmeira",41,NA,NA,NA,2021-05-11,19,33877,2391,8,54,0,NA,NA,FALSE
"4206","Sul","PR","Palmital",41,NA,NA,NA,2021-05-11,19,13172,871,25,20,1,NA,NA,FALSE
"4207","Sul","PR","Palotina",41,NA,NA,NA,2021-05-11,19,31846,3924,8,61,0,NA,NA,FALSE
"4208","Sul","PR","Paraíso do Norte",41,NA,NA,NA,2021-05-11,19,13830,1425,9,23,0,NA,NA,FALSE
"4209","Sul","PR","Paranacity",41,NA,NA,NA,2021-05-11,19,11472,560,2,11,0,NA,NA,FALSE
"4210","Sul","PR","Paranaguá",41,NA,NA,NA,2021-05-11,19,154936,18432,6,356,0,NA,NA,FALSE
"4211","Sul","PR","Paranapoema",41,NA,NA,NA,2021-05-11,19,3203,202,0,3,0,NA,NA,FALSE
"4212","Sul","PR","Paranavaí",41,NA,NA,NA,2021-05-11,19,88374,6731,50,170,7,NA,NA,FALSE
"4213","Sul","PR","Pato Bragado",41,NA,NA,NA,2021-05-11,19,5610,369,0,6,0,NA,NA,FALSE
"4214","Sul","PR","Pato Branco",41,NA,NA,NA,2021-05-11,19,82881,7610,95,161,0,NA,NA,FALSE
"4215","Sul","PR","Paula Freitas",41,NA,NA,NA,2021-05-11,19,5873,331,4,12,0,NA,NA,FALSE
"4216","Sul","PR","Paulo Frontin",41,NA,NA,NA,2021-05-11,19,7354,206,1,1,0,NA,NA,FALSE
"4217","Sul","PR","Peabiru",41,NA,NA,NA,2021-05-11,19,13996,928,2,18,0,NA,NA,FALSE
"4218","Sul","PR","Perobal",41,NA,NA,NA,2021-05-11,19,6127,482,0,3,0,NA,NA,FALSE
"4219","Sul","PR","Pérola",41,NA,NA,NA,2021-05-11,19,11234,895,16,20,0,NA,NA,FALSE
"4220","Sul","PR","Pérola d'Oeste",41,NA,NA,NA,2021-05-11,19,6347,355,2,7,0,NA,NA,FALSE
"4221","Sul","PR","Piên",41,NA,NA,NA,2021-05-11,19,12746,984,3,12,0,NA,NA,TRUE
"4222","Sul","PR","Pinhais",41,NA,NA,NA,2021-05-11,19,132157,12737,17,364,3,NA,NA,TRUE
"4223","Sul","PR","Pinhalão",41,NA,NA,NA,2021-05-11,19,6326,351,4,8,0,NA,NA,FALSE
"4224","Sul","PR","Pinhal de São Bento",41,NA,NA,NA,2021-05-11,19,2731,92,0,1,0,NA,NA,FALSE
"4225","Sul","PR","Pinhão",41,NA,NA,NA,2021-05-11,19,32391,1489,0,40,0,NA,NA,FALSE
"4226","Sul","PR","Piraí do Sul",41,NA,NA,NA,2021-05-11,19,25463,2119,18,44,0,NA,NA,FALSE
"4227","Sul","PR","Piraquara",41,NA,NA,NA,2021-05-11,19,113036,9825,8,230,1,NA,NA,TRUE
"4228","Sul","PR","Pitanga",41,NA,NA,NA,2021-05-11,19,30310,1750,14,23,0,NA,NA,FALSE
"4229","Sul","PR","Pitangueiras",41,NA,NA,NA,2021-05-11,19,3224,291,0,7,0,NA,NA,FALSE
"4230","Sul","PR","Planaltina do Paraná",41,NA,NA,NA,2021-05-11,19,4263,268,3,5,0,NA,NA,FALSE
"4231","Sul","PR","Planalto",41,NA,NA,NA,2021-05-11,19,13479,1030,1,15,0,NA,NA,FALSE
"4232","Sul","PR","Ponta Grossa",41,NA,NA,NA,2021-05-11,19,351736,33207,119,841,2,NA,NA,FALSE
"4233","Sul","PR","Pontal do Paraná",41,NA,NA,NA,2021-05-11,19,27284,2374,30,75,0,NA,NA,FALSE
"4234","Sul","PR","Porecatu",41,NA,NA,NA,2021-05-11,19,12914,1012,1,27,0,NA,NA,FALSE
"4235","Sul","PR","Porto Amazonas",41,NA,NA,NA,2021-05-11,19,4848,373,0,9,0,NA,NA,FALSE
"4236","Sul","PR","Porto Barreiro",41,NA,NA,NA,2021-05-11,19,3237,147,0,1,0,NA,NA,FALSE
"4237","Sul","PR","Porto Rico",41,NA,NA,NA,2021-05-11,19,2559,263,3,2,0,NA,NA,FALSE
"4238","Sul","PR","Porto Vitória",41,NA,NA,NA,2021-05-11,19,4065,106,0,5,0,NA,NA,FALSE
"4239","Sul","PR","Prado Ferreira",41,NA,NA,NA,2021-05-11,19,3753,136,0,11,0,NA,NA,FALSE
"4240","Sul","PR","Pranchita",41,NA,NA,NA,2021-05-11,19,5157,391,0,5,0,NA,NA,FALSE
"4241","Sul","PR","Presidente Castelo Branco",41,NA,NA,NA,2021-05-11,19,5306,413,0,8,0,NA,NA,FALSE
"4242","Sul","PR","Primeiro de Maio",41,NA,NA,NA,2021-05-11,19,11123,406,0,13,0,NA,NA,FALSE
"4243","Sul","PR","Prudentópolis",41,NA,NA,NA,2021-05-11,19,52241,1360,1,41,0,NA,NA,FALSE
"4244","Sul","PR","Quarto Centenário",41,NA,NA,NA,2021-05-11,19,4512,180,0,1,0,NA,NA,FALSE
"4245","Sul","PR","Quatiguá",41,NA,NA,NA,2021-05-11,19,7449,691,17,12,0,NA,NA,FALSE
"4246","Sul","PR","Quatro Barras",41,NA,NA,NA,2021-05-11,19,23559,2581,0,63,0,NA,NA,TRUE
"4247","Sul","PR","Quatro Pontes",41,NA,NA,NA,2021-05-11,19,4015,415,0,6,0,NA,NA,FALSE
"4248","Sul","PR","Quedas do Iguaçu",41,NA,NA,NA,2021-05-11,19,34103,2547,25,57,0,NA,NA,FALSE
"4249","Sul","PR","Querência do Norte",41,NA,NA,NA,2021-05-11,19,12206,797,10,4,0,NA,NA,FALSE
"4250","Sul","PR","Quinta do Sol",41,NA,NA,NA,2021-05-11,19,4573,435,0,6,0,NA,NA,FALSE
"4251","Sul","PR","Quitandinha",41,NA,NA,NA,2021-05-11,19,19049,1478,1,39,0,NA,NA,TRUE
"4252","Sul","PR","Ramilândia",41,NA,NA,NA,2021-05-11,19,4451,345,0,7,0,NA,NA,FALSE
"4253","Sul","PR","Rancho Alegre",41,NA,NA,NA,2021-05-11,19,3808,256,0,4,0,NA,NA,FALSE
"4254","Sul","PR","Rancho Alegre D'Oeste",41,NA,NA,NA,2021-05-11,19,2655,137,0,3,0,NA,NA,FALSE
"4255","Sul","PR","Realeza",41,NA,NA,NA,2021-05-11,19,16922,1760,9,28,0,NA,NA,FALSE
"4256","Sul","PR","Rebouças",41,NA,NA,NA,2021-05-11,19,14899,955,10,16,0,NA,NA,FALSE
"4257","Sul","PR","Renascença",41,NA,NA,NA,2021-05-11,19,6802,581,3,19,0,NA,NA,FALSE
"4258","Sul","PR","Reserva",41,NA,NA,NA,2021-05-11,19,26715,1980,34,35,0,NA,NA,FALSE
"4259","Sul","PR","Reserva do Iguaçu",41,NA,NA,NA,2021-05-11,19,8010,452,0,6,0,NA,NA,FALSE
"4260","Sul","PR","Ribeirão Claro",41,NA,NA,NA,2021-05-11,19,10668,880,2,15,0,NA,NA,FALSE
"4261","Sul","PR","Ribeirão do Pinhal",41,NA,NA,NA,2021-05-11,19,13029,981,2,31,0,NA,NA,FALSE
"4262","Sul","PR","Rio Azul",41,NA,NA,NA,2021-05-11,19,15236,640,15,10,0,NA,NA,FALSE
"4263","Sul","PR","Rio Bom",41,NA,NA,NA,2021-05-11,19,3203,161,0,6,0,NA,NA,FALSE
"4264","Sul","PR","Rio Bonito do Iguaçu",41,NA,NA,NA,2021-05-11,19,13269,573,7,6,0,NA,NA,FALSE
"4265","Sul","PR","Rio Branco do Ivaí",41,NA,NA,NA,2021-05-11,19,4096,242,0,8,0,NA,NA,FALSE
"4266","Sul","PR","Rio Branco do Sul",41,NA,NA,NA,2021-05-11,19,32397,4459,11,120,0,NA,NA,TRUE
"4267","Sul","PR","Rio Negro",41,NA,NA,NA,2021-05-11,19,34170,1201,0,30,0,NA,NA,TRUE
"4268","Sul","PR","Rolândia",41,NA,NA,NA,2021-05-11,19,66580,6067,10,178,1,NA,NA,FALSE
"4269","Sul","PR","Roncador",41,NA,NA,NA,2021-05-11,19,9849,441,1,9,0,NA,NA,FALSE
"4270","Sul","PR","Rondon",41,NA,NA,NA,2021-05-11,19,9579,763,3,9,0,NA,NA,FALSE
"4271","Sul","PR","Rosário do Ivaí",41,NA,NA,NA,2021-05-11,19,4786,352,5,2,0,NA,NA,FALSE
"4272","Sul","PR","Sabáudia",41,NA,NA,NA,2021-05-11,19,6827,858,19,14,0,NA,NA,FALSE
"4273","Sul","PR","Salgado Filho",41,NA,NA,NA,2021-05-11,19,3580,355,0,7,0,NA,NA,FALSE
"4274","Sul","PR","Salto do Itararé",41,NA,NA,NA,2021-05-11,19,4935,687,4,20,0,NA,NA,FALSE
"4275","Sul","PR","Salto do Lontra",41,NA,NA,NA,2021-05-11,19,14785,1161,9,22,0,NA,NA,FALSE
"4276","Sul","PR","Santa Amélia",41,NA,NA,NA,2021-05-11,19,3324,264,0,5,0,NA,NA,FALSE
"4277","Sul","PR","Santa Cecília do Pavão",41,NA,NA,NA,2021-05-11,19,3334,345,0,8,0,NA,NA,FALSE
"4278","Sul","PR","Santa Cruz de Monte Castelo",41,NA,NA,NA,2021-05-11,19,7800,424,4,8,0,NA,NA,FALSE
"4279","Sul","PR","Santa Fé",41,NA,NA,NA,2021-05-11,19,12037,796,0,38,0,NA,NA,FALSE
"4280","Sul","PR","Santa Helena",41,NA,NA,NA,2021-05-11,19,26490,2432,8,44,0,NA,NA,FALSE
"4281","Sul","PR","Santa Inês",41,NA,NA,NA,2021-05-11,19,1596,137,0,1,0,NA,NA,FALSE
"4282","Sul","PR","Santa Isabel do Ivaí",41,NA,NA,NA,2021-05-11,19,8562,700,1,18,0,NA,NA,FALSE
"4283","Sul","PR","Santa Izabel do Oeste",41,NA,NA,NA,2021-05-11,19,14659,851,6,23,0,NA,NA,FALSE
"4284","Sul","PR","Santa Lúcia",41,NA,NA,NA,2021-05-11,19,3813,191,6,5,0,NA,NA,FALSE
"4285","Sul","PR","Santa Maria do Oeste",41,NA,NA,NA,2021-05-11,19,9615,528,2,22,0,NA,NA,FALSE
"4286","Sul","PR","Santa Mariana",41,NA,NA,NA,2021-05-11,19,11724,828,7,31,0,NA,NA,FALSE
"4287","Sul","PR","Santa Mônica",41,NA,NA,NA,2021-05-11,19,3981,173,0,2,0,NA,NA,FALSE
"4288","Sul","PR","Santana do Itararé",41,NA,NA,NA,2021-05-11,19,4992,651,2,16,0,NA,NA,FALSE
"4289","Sul","PR","Santa Tereza do Oeste",41,NA,NA,NA,2021-05-11,19,10139,949,4,18,0,NA,NA,FALSE
"4290","Sul","PR","Santa Terezinha de Itaipu",41,NA,NA,NA,2021-05-11,19,23465,2350,11,69,0,NA,NA,FALSE
"4291","Sul","PR","Santo Antônio da Platina",41,NA,NA,NA,2021-05-11,19,45993,3395,37,91,0,NA,NA,FALSE
"4292","Sul","PR","Santo Antônio do Caiuá",41,NA,NA,NA,2021-05-11,19,2641,160,0,7,1,NA,NA,FALSE
"4293","Sul","PR","Santo Antônio do Paraíso",41,NA,NA,NA,2021-05-11,19,2106,193,11,0,0,NA,NA,FALSE
"4294","Sul","PR","Santo Antônio do Sudoeste",41,NA,NA,NA,2021-05-11,19,20166,1351,6,14,0,NA,NA,FALSE
"4295","Sul","PR","Santo Inácio",41,NA,NA,NA,2021-05-11,19,5438,480,0,11,0,NA,NA,FALSE
"4296","Sul","PR","São Carlos do Ivaí",41,NA,NA,NA,2021-05-11,19,6878,727,4,11,0,NA,NA,FALSE
"4297","Sul","PR","São Jerônimo da Serra",41,NA,NA,NA,2021-05-11,19,11170,517,0,17,0,NA,NA,FALSE
"4298","Sul","PR","São João",41,NA,NA,NA,2021-05-11,19,10241,1036,3,17,0,NA,NA,FALSE
"4299","Sul","PR","São João do Caiuá",41,NA,NA,NA,2021-05-11,19,5855,397,5,7,1,NA,NA,FALSE
"4300","Sul","PR","São João do Ivaí",41,NA,NA,NA,2021-05-11,19,10219,703,4,14,0,NA,NA,FALSE
"4301","Sul","PR","São João do Triunfo",41,NA,NA,NA,2021-05-11,19,15120,238,0,8,0,NA,NA,FALSE
"4302","Sul","PR","São Jorge d'Oeste",41,NA,NA,NA,2021-05-11,19,9050,836,1,19,0,NA,NA,FALSE
"4303","Sul","PR","São Jorge do Ivaí",41,NA,NA,NA,2021-05-11,19,5551,498,0,9,0,NA,NA,FALSE
"4304","Sul","PR","São Jorge do Patrocínio",41,NA,NA,NA,2021-05-11,19,5641,754,1,4,0,NA,NA,FALSE
"4305","Sul","PR","São José da Boa Vista",41,NA,NA,NA,2021-05-11,19,6206,511,1,19,0,NA,NA,FALSE
"4306","Sul","PR","São José das Palmeiras",41,NA,NA,NA,2021-05-11,19,3654,267,0,10,0,NA,NA,FALSE
"4307","Sul","PR","São José dos Pinhais",41,NA,NA,NA,2021-05-11,19,323340,20229,45,627,0,NA,NA,TRUE
"4308","Sul","PR","São Manoel do Paraná",41,NA,NA,NA,2021-05-11,19,2160,167,0,1,0,NA,NA,FALSE
"4309","Sul","PR","São Mateus do Sul",41,NA,NA,NA,2021-05-11,19,46261,1983,5,42,0,NA,NA,FALSE
"4310","Sul","PR","São Miguel do Iguaçu",41,NA,NA,NA,2021-05-11,19,27452,2557,20,48,0,NA,NA,FALSE
"4311","Sul","PR","São Pedro do Iguaçu",41,NA,NA,NA,2021-05-11,19,5897,473,1,10,0,NA,NA,FALSE
"4312","Sul","PR","São Pedro do Ivaí",41,NA,NA,NA,2021-05-11,19,10981,771,11,28,1,NA,NA,FALSE
"4313","Sul","PR","São Pedro do Paraná",41,NA,NA,NA,2021-05-11,19,2313,150,2,1,0,NA,NA,FALSE
"4314","Sul","PR","São Sebastião da Amoreira",41,NA,NA,NA,2021-05-11,19,8853,687,2,24,0,NA,NA,FALSE
"4315","Sul","PR","São Tomé",41,NA,NA,NA,2021-05-11,19,5722,364,0,2,0,NA,NA,FALSE
"4316","Sul","PR","Sapopema",41,NA,NA,NA,2021-05-11,19,6736,641,0,14,0,NA,NA,FALSE
"4317","Sul","PR","Sarandi",41,NA,NA,NA,2021-05-11,19,96688,7406,46,185,0,NA,NA,FALSE
"4318","Sul","PR","Saudade do Iguaçu",41,NA,NA,NA,2021-05-11,19,5500,613,0,9,0,NA,NA,FALSE
"4319","Sul","PR","Sengés",41,NA,NA,NA,2021-05-11,19,19327,1315,17,22,0,NA,NA,FALSE
"4320","Sul","PR","Serranópolis do Iguaçu",41,NA,NA,NA,2021-05-11,19,4495,483,1,4,0,NA,NA,FALSE
"4321","Sul","PR","Sertaneja",41,NA,NA,NA,2021-05-11,19,5284,454,2,13,0,NA,NA,FALSE
"4322","Sul","PR","Sertanópolis",41,NA,NA,NA,2021-05-11,19,16369,1926,7,24,0,NA,NA,FALSE
"4323","Sul","PR","Siqueira Campos",41,NA,NA,NA,2021-05-11,19,21016,2262,2,38,0,NA,NA,FALSE
"4324","Sul","PR","Sulina",41,NA,NA,NA,2021-05-11,19,2981,338,1,5,0,NA,NA,FALSE
"4325","Sul","PR","Tamarana",41,NA,NA,NA,2021-05-11,19,14797,744,1,27,0,NA,NA,FALSE
"4326","Sul","PR","Tamboara",41,NA,NA,NA,2021-05-11,19,5120,341,0,9,0,NA,NA,FALSE
"4327","Sul","PR","Tapejara",41,NA,NA,NA,2021-05-11,19,16205,1204,7,23,0,NA,NA,FALSE
"4328","Sul","PR","Tapira",41,NA,NA,NA,2021-05-11,19,5539,327,5,5,0,NA,NA,FALSE
"4329","Sul","PR","Teixeira Soares",41,NA,NA,NA,2021-05-11,19,12367,459,1,10,0,NA,NA,FALSE
"4330","Sul","PR","Telêmaco Borba",41,NA,NA,NA,2021-05-11,19,78974,11974,30,197,0,NA,NA,FALSE
"4331","Sul","PR","Terra Boa",41,NA,NA,NA,2021-05-11,19,17094,1859,1,24,0,NA,NA,FALSE
"4332","Sul","PR","Terra Rica",41,NA,NA,NA,2021-05-11,19,16789,446,6,13,0,NA,NA,FALSE
